query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	database
WP_026755676.1	AF-A0A1Z7ZRR0-F1-model_v6	0.464	151	80	0	12	162	9	159	6.05e-10	452	uniprot
WP_026932678.1	AF-A0M5V4-F1-model_v6	0.771	105	24	0	1	104	1	105	1.209e-08	452	uniprot
WP_242404091.1	AF-A0A090VE22-F1-model_v6	0.566	143	62	0	16	158	2	144	1.796e-10	451	uniprot
WP_144962699.1	AF-A0A7C7IL17-F1-model_v6	0.505	97	47	0	6	101	3	99	3.805e-10	451	uniprot
WP_091894928.1	AF-A0A1B8TZF5-F1-model_v6	0.733	154	39	0	1	147	1	154	7.308e-09	450	uniprot
WP_119029755.1	AF-A0A958UG77-F1-model_v6	0.486	148	75	0	1	148	1	147	1.393e-09	450	uniprot
WP_036825149.1	AF-A0A2S7WHU1-F1-model_v6	0.487	119	60	0	1	119	5	122	9.468e-09	450	uniprot
WP_101445001.1	AF-A0A3A9VY02-F1-model_v6	0.5	111	55	0	1	111	1	111	1.062e-09	450	uniprot
WP_144962787.1	AF-A0A967AV64-F1-model_v6	0.63	127	47	0	1	127	1	127	8.081e-09	449	uniprot
WP_119028724.1	AF-A0A385BU27-F1-model_v6	0.512	121	59	0	1	121	2	122	1.186e-08	449	uniprot
WP_119027851.1	AF-A0A958YHU4-F1-model_v6	0.544	90	41	0	1	90	1	90	6.61e-11	449	uniprot
WP_091890344.1	AF-A0A1H1KXD7-F1-model_v6	1.0	84	0	0	1	84	1	84	9.886e-11	449	uniprot
WP_231962719.1	AF-A0A2S7WSX3-F1-model_v6	0.793	92	19	0	1	92	454	545	3.677e-10	448	uniprot
WP_255412048.1	AF-A0A2N3T264-F1-model_v6	1.0	95	0	0	24	118	1	95	3.596e-08	447	uniprot
WP_144961222.1	AF-A0A6G7J185-F1-model_v6	0.702	94	28	0	1	94	1	94	1.95e-09	447	uniprot
WP_101448913.1	AF-A0A3A9VQV3-F1-model_v6	0.378	172	104	0	23	194	28	196	6.798e-09	446	uniprot
WP_036825233.1	AF-A0A7G3FKK8-F1-model_v6	0.506	160	79	0	2	161	1	160	1.094e-09	446	uniprot
WP_038532308.1	AF-A0A918W0G5-F1-model_v6	0.569	86	37	0	1	86	6	91	2.837e-11	446	uniprot
WP_026755396.1	AF-A0AA97ENP8-F1-model_v6	0.475	166	85	0	1	163	1	166	4.863e-11	445	uniprot
WP_156109305.1	AF-A0A316DFL6-F1-model_v6	0.956	92	4	0	1	92	14	105	7.01e-09	445	uniprot
WP_038527006.1	AF-T2KJK0-F1-model_v6	1.0	89	0	0	1	89	1	89	6.354e-09	445	uniprot
WP_101447763.1	AF-A0A1H7PEE0-F1-model_v6	0.5	136	68	0	1	136	1	136	3.805e-08	444	uniprot
WP_101445025.1	AF-A0A504JHZ4-F1-model_v6	0.607	102	39	0	1	102	1	101	6.242e-09	444	uniprot
WP_036824813.1	AF-A0A099XYG5-F1-model_v6	1.0	95	0	0	1	95	1	95	6.123e-11	444	uniprot
WP_101445727.1	AF-A0A2N3T2D4-F1-model_v6	1.0	86	0	0	1	86	1	86	2.705e-10	444	uniprot
WP_091892166.1	AF-A0A5C6ZEM7-F1-model_v6	0.49	208	105	0	1	207	1	208	2.829e-10	443	uniprot
WP_101448599.1	AF-A0A2N3T8Q2-F1-model_v6	1.0	103	0	0	1	103	1	103	2.058e-09	443	uniprot
WP_119030664.1	AF-A0A9X1ZNY6-F1-model_v6	0.494	99	49	0	1	97	15	113	6.759e-10	441	uniprot
WP_038532002.1	AF-A0AAU7BTU3-F1-model_v6	0.608	74	28	0	1	72	1	74	3.011e-08	441	uniprot
WP_119027570.1	AF-A0A958TI80-F1-model_v6	0.527	127	60	0	1	127	1	127	3.822e-08	440	uniprot
WP_038529739.1	AF-A0A4Q7P1X2-F1-model_v6	0.702	121	36	0	1	121	1	121	3.316e-09	440	uniprot
WP_091890977.1	AF-A0A1H3BL38-F1-model_v6	0.567	118	51	0	1	118	1	118	2.227e-08	440	uniprot
WP_101448216.1	AF-A0A7W5DNB7-F1-model_v6	0.521	117	56	0	1	117	3	119	3.678e-10	440	uniprot
WP_144963335.1	AF-A0A559PS98-F1-model_v6	1.0	67	0	0	4	70	22	88	2.328e-08	440	uniprot
WP_144726868.1	AF-A0A7L8ADW2-F1-model_v6	0.513	146	71	0	1	146	1	146	1.086e-09	439	uniprot
WP_011708638.1	AF-A0A542AUN1-F1-model_v6	0.611	139	54	0	1	139	1	139	4.083e-08	439	uniprot
WP_197022148.1	AF-A0A5C6YKF5-F1-model_v6	0.574	127	52	0	70	196	32	155	3.27e-09	439	uniprot
WP_011710296.1	AF-A0A3C1S0E7-F1-model_v6	0.578	121	49	0	6	122	1	121	1.582e-09	439	uniprot
WP_144959952.1	AF-A0A5C6ZZ43-F1-model_v6	0.894	114	12	0	1	114	1	114	1.104e-09	439	uniprot
WP_011708176.1	AF-A0A223V8T4-F1-model_v6	0.504	111	55	0	1	111	1	111	5.653e-08	439	uniprot
WP_144963341.1	AF-A0A9X3CXK0-F1-model_v6	0.653	124	42	0	1	123	1	124	1.033e-08	438	uniprot
WP_101448035.1	AF-A0A3M1YZG6-F1-model_v6	0.591	98	40	0	9	106	2	99	6.282e-09	438	uniprot
WP_036824241.1	AF-A0A1M7MZ69-F1-model_v6	0.506	144	68	0	16	159	11	148	1.727e-07	437	uniprot
WP_156033135.1	AF-S7VW71-F1-model_v6	0.588	141	58	0	40	180	1	141	5.823e-09	437	uniprot
WP_038531825.1	AF-A0A1D7Y1X4-F1-model_v6	0.541	120	54	0	1	120	1	118	1.018e-09	437	uniprot
WP_038531823.1	AF-A0A1D7Y1S9-F1-model_v6	0.656	99	33	0	4	102	2	99	8.848e-10	437	uniprot
WP_089663388.1	AF-A0A1L7I9H1-F1-model_v6	0.727	121	33	0	1	121	1	121	1.586e-08	436	uniprot
WP_011709682.1	AF-A0A1L7I9H1-F1-model_v6	0.727	121	33	0	1	121	1	121	7.64e-09	436	uniprot
WP_101448637.1	AF-A0A4Q8QBG1-F1-model_v6	0.678	115	37	0	1	115	1	115	1.538e-08	436	uniprot
WP_101445741.1	AF-A0A504JJK3-F1-model_v6	0.728	81	22	0	1	81	1	81	2.142e-09	436	uniprot
WP_011708709.1	AF-A0A4Q9V7F4-F1-model_v6	0.855	97	14	0	1	97	10	106	2.424e-12	435	uniprot
WP_051774844.1	AF-T2KNW6-F1-model_v6	1.0	95	0	0	12	106	2	96	1.051e-10	435	uniprot
WP_144961339.1	AF-A0A559PMN4-F1-model_v6	1.0	87	0	0	1	87	1	87	2.428e-09	435	uniprot
WP_101451218.1	AF-A0A937DBY6-F1-model_v6	0.785	84	18	0	1	84	1	84	2.949e-10	435	uniprot
WP_156033008.1	AF-A0A559RR69-F1-model_v6	0.302	135	92	0	3	135	1	135	6.348e-10	434	uniprot
WP_101446212.1	AF-E4T2D2-F1-model_v6	0.577	135	57	0	1	135	1	135	1.52e-07	434	uniprot
WP_089661458.1	AF-A0A223V8T4-F1-model_v6	0.486	111	57	0	1	111	1	111	7.705e-08	434	uniprot
WP_144962797.1	AF-A0A1L7I8N3-F1-model_v6	0.54	98	44	0	1	98	1	97	1.159e-09	434	uniprot
WP_011710322.1	AF-A0M474-F1-model_v6	1.0	71	0	0	1	71	1	71	1.717e-09	434	uniprot
WP_101447851.1	AF-A0A941HJZ4-F1-model_v6	0.503	131	65	0	14	144	4	134	3.332e-09	433	uniprot
WP_101446742.1	AF-A0A2S7TL07-F1-model_v6	0.64	100	36	0	1	100	1	100	5.132e-08	433	uniprot
WP_038529143.1	AF-A0AAU6PA75-F1-model_v6	0.428	157	89	0	1	157	1	157	1.849e-09	432	uniprot
WP_036824664.1	AF-A0A099XY80-F1-model_v6	1.0	102	0	0	1	102	1	102	3.568e-10	432	uniprot
WP_038531651.1	AF-A0A7K0EAV4-F1-model_v6	0.612	93	34	0	1	89	1	93	1.375e-09	431	uniprot
WP_144726474.1	AF-A0A5C6ZII0-F1-model_v6	0.73	89	24	0	1	89	1	89	2.184e-10	431	uniprot
WP_089662180.1	AF-A0A4Q9V7V2-F1-model_v6	0.543	138	61	0	1	134	3	140	4.872e-09	430	uniprot
WP_101448200.1	AF-E4T2D2-F1-model_v6	0.5	138	66	0	1	133	1	138	2.292e-07	430	uniprot
WP_089661281.1	AF-A0A1H1LA24-F1-model_v6	1.0	99	0	0	1	99	1	99	2.18e-09	430	uniprot
WP_026754151.1	AF-A0A5J5ID27-F1-model_v6	0.201	165	116	0	17	162	17	181	6.841e-08	429	uniprot
WP_038525917.1	AF-T2KIC2-F1-model_v6	1.0	97	0	0	1	97	1	97	2.153e-09	429	uniprot
WP_156033084.1	AF-A0A958RK80-F1-model_v6	0.465	86	45	0	1	86	1	86	1.153e-07	428	uniprot
WP_089661452.1	AF-A0A2T6AKJ7-F1-model_v6	0.711	111	32	0	1	111	1	111	7.704e-11	427	uniprot
WP_041250013.1	AF-A0M087-F1-model_v6	0.849	99	15	0	20	118	1	99	2.766e-08	427	uniprot
WP_036827728.1	AF-A0A353KYF4-F1-model_v6	0.55	89	40	0	1	89	1	89	3.509e-10	427	uniprot
WP_119029701.1	AF-A0A397LCI9-F1-model_v6	1.0	84	0	0	1	84	1	84	8.409e-10	427	uniprot
WP_144963435.1	AF-A0A432KEP2-F1-model_v6	0.561	146	63	0	1	146	1	145	1.384e-09	426	uniprot
WP_101449155.1	AF-A0A2K8XHB5-F1-model_v6	0.624	123	45	0	1	121	1	123	6.027e-08	425	uniprot
WP_036823876.1	AF-A0A9X2AIZ7-F1-model_v6	0.522	111	53	0	1	111	1	111	6.743e-08	425	uniprot
WP_026934847.1	AF-A0A4Q9V7F4-F1-model_v6	0.855	97	14	0	1	97	10	106	3.881e-12	424	uniprot
WP_144727108.1	AF-A0A316DHW5-F1-model_v6	0.657	111	37	0	1	109	1	111	6.198e-08	423	uniprot
WP_156033113.1	AF-A0A6N6MCW5-F1-model_v6	0.613	106	41	0	1	106	1	106	2.276e-08	423	uniprot
WP_144962533.1	AF-A0A7K1LPE9-F1-model_v6	0.615	104	38	0	1	104	1	100	2.111e-07	423	uniprot
WP_026755568.1	AF-A0A090VE22-F1-model_v6	0.601	138	55	0	25	162	7	144	9.024e-09	422	uniprot
WP_036826845.1	AF-A0A1Q3TBP1-F1-model_v6	0.576	118	49	0	1	117	1	118	8.729e-08	422	uniprot
WP_244270293.1	AF-A0A1H1KX12-F1-model_v6	0.776	76	17	0	3	78	152	227	2.318e-07	422	uniprot
WP_026752907.1	AF-A0A9E0SBA3-F1-model_v6	0.553	130	57	0	7	136	8	136	1.716e-08	421	uniprot
WP_144958615.1	AF-A0A5C6ZUN3-F1-model_v6	0.855	90	13	0	1	90	1	90	3.161e-08	421	uniprot
WP_026755016.1	AF-A0A2E6VE20-F1-model_v6	0.444	132	73	0	1	132	1	132	3.803e-09	420	uniprot
WP_036825106.1	AF-A0A1H1TCA3-F1-model_v6	0.671	134	44	0	1	134	1	134	1.248e-07	419	uniprot
WP_036820634.1	AF-A0A5D0HKT9-F1-model_v6	0.656	125	43	0	1	125	1	125	4.606e-08	419	uniprot
WP_101448868.1	AF-A0A023BZV3-F1-model_v6	0.698	106	32	0	26	131	26	131	1.949e-08	419	uniprot
WP_233195878.1	AF-A0A6A0R3C6-F1-model_v6	0.638	105	38	0	2	106	52	156	8.895e-09	419	uniprot
WP_119030681.1	AF-A0A8J6QES3-F1-model_v6	0.626	75	28	0	1	75	1	75	8.559e-10	419	uniprot
WP_036821479.1	AF-A0A1Y0MXX3-F1-model_v6	0.704	125	37	0	1	125	18	142	1.413e-09	418	uniprot
WP_101449036.1	AF-A0A937A1X4-F1-model_v6	0.784	79	17	0	1	79	1	79	1.284e-09	418	uniprot
WP_156033075.1	AF-A0A329MTY7-F1-model_v6	0.262	204	141	0	1	192	40	243	1.007e-08	416	uniprot
WP_089661373.1	AF-A0A9X2I9H9-F1-model_v6	0.742	105	27	0	1	105	1	105	2.528e-09	416	uniprot
WP_101448512.1	AF-A0A941CE33-F1-model_v6	0.447	163	86	0	1	163	1	157	7.907e-09	415	uniprot
WP_144727246.1	AF-A0A5C4SQ22-F1-model_v6	0.358	91	58	0	6	96	1	91	5.019e-09	415	uniprot
WP_038528751.1	AF-T2KKM4-F1-model_v6	1.0	91	0	0	1	91	1	91	3.005e-09	415	uniprot
WP_144962091.1	AF-A0A5C6ZVZ8-F1-model_v6	0.85	87	13	0	1	87	1	87	2.524e-08	415	uniprot
WP_038528842.1	AF-A0A9X0YJY5-F1-model_v6	0.546	86	39	0	16	101	16	101	6.695e-08	415	uniprot
WP_242404059.1	AF-T2KHK0-F1-model_v6	1.0	82	0	0	33	114	2	83	4.293e-10	415	uniprot
WP_038531199.1	AF-A0A329N6V8-F1-model_v6	0.626	99	37	0	1	99	1	99	1.446e-07	414	uniprot
WP_011710728.1	AF-A0A1H1P099-F1-model_v6	0.747	87	22	0	1	87	1	87	1.769e-09	414	uniprot
WP_144725969.1	AF-A0A397LH07-F1-model_v6	0.942	70	4	0	1	70	11	80	9.19e-10	413	uniprot
WP_026754876.1	AF-A0A0F9IT13-F1-model_v6	0.468	160	81	0	1	154	1	160	1.508e-09	412	uniprot
WP_144962514.1	AF-A0A2S0HSS5-F1-model_v6	0.541	146	67	0	1	146	1	146	3.418e-07	412	uniprot
WP_091890916.1	AF-A0A176TEN4-F1-model_v6	0.617	102	38	0	1	102	1	101	6.222e-08	412	uniprot
WP_036827166.1	AF-A0A099XLB3-F1-model_v6	1.0	83	0	0	1	83	4	86	2.378e-08	412	uniprot
WP_091890447.1	AF-A0A846R1B7-F1-model_v6	0.611	134	52	0	1	134	1	134	9.492e-08	411	uniprot
WP_144726085.1	AF-A0A5D0JAX0-F1-model_v6	0.54	111	50	0	1	109	1	111	1.765e-08	411	uniprot
WP_036819439.1	AF-A0A329N6V8-F1-model_v6	0.649	97	33	0	1	96	1	97	1.615e-07	411	uniprot
WP_143273617.1	AF-A0A023BVP5-F1-model_v6	0.793	116	24	0	1	116	1	116	7.773e-09	409	uniprot
WP_101446814.1	AF-A0A7H8PK10-F1-model_v6	0.66	100	34	0	1	100	1	100	9.326e-08	408	uniprot
WP_011710352.1	AF-A0M4A4-F1-model_v6	1.0	85	0	0	1	85	1	85	3.7e-09	408	uniprot
WP_144963444.1	AF-A0A1I4Y9J0-F1-model_v6	0.695	82	25	0	1	82	1	82	7.978e-09	408	uniprot
WP_101444809.1	AF-A0A2N3T0M0-F1-model_v6	1.0	60	0	0	1	60	1	60	3.291e-08	408	uniprot
WP_101447681.1	AF-A0A023BSN1-F1-model_v6	0.783	97	20	0	1	97	1	93	7.687e-08	407	uniprot
WP_011707977.1	AF-A0LXE4-F1-model_v6	1.0	73	0	0	1	73	1	73	1.327e-09	407	uniprot
WP_101449522.1	AF-A0A1I1R9Q1-F1-model_v6	0.584	125	51	0	2	126	7	130	3.447e-07	406	uniprot
WP_119030738.1	AF-A0A958YJU0-F1-model_v6	0.813	102	19	0	1	102	1	102	8.902e-09	405	uniprot
WP_026753083.1	AF-A8UL13-F1-model_v6	0.52	150	69	0	2	146	19	168	9.035e-08	404	uniprot
WP_144725909.1	AF-A0A9D9BSC7-F1-model_v6	0.687	112	34	0	2	113	4	114	3.469e-08	404	uniprot
WP_119027768.1	AF-A0A2T4X430-F1-model_v6	0.584	115	46	0	1	111	1	115	3.369e-07	403	uniprot
WP_144726067.1	AF-A3J5Z5-F1-model_v6	0.454	183	99	0	82	263	80	262	2.88e-06	402	uniprot
WP_038531816.1	AF-A0A9X1F6N9-F1-model_v6	0.607	84	33	0	2	85	4	87	4.197e-09	402	uniprot
WP_101449830.1	AF-A0A2N3TCK9-F1-model_v6	1.0	92	0	0	1	92	1	92	1.388e-09	401	uniprot
WP_143273630.1	AF-A0A554VCG3-F1-model_v6	0.514	161	78	0	1	161	2	162	6.058e-08	400	uniprot
WP_143273611.1	AF-A0A2N3T6W5-F1-model_v6	1.0	91	0	0	1	91	40	130	2.202e-09	400	uniprot
WP_144963314.1	AF-A0A223V8T4-F1-model_v6	0.504	111	55	0	1	111	1	111	4.961e-07	399	uniprot
WP_101450676.1	AF-A0A2N3TF58-F1-model_v6	0.86	107	15	0	1	107	1	107	5.833e-07	399	uniprot
WP_091894052.1	AF-A0A1H1PQ44-F1-model_v6	1.0	76	0	0	1	76	1	76	2.288e-09	399	uniprot
WP_148304608.1	AF-A0A6L6U5J2-F1-model_v6	0.69	97	30	0	1	97	1	97	3.753e-07	398	uniprot
WP_024769913.1	AF-A0A918JUI2-F1-model_v6	0.922	116	9	0	1	116	18	133	9.847e-12	397	uniprot
WP_036828143.1	AF-A0A099XMM0-F1-model_v6	1.0	83	0	0	1	83	1	83	1.167e-08	397	uniprot
WP_038532717.1	AF-T2KSC4-F1-model_v6	1.0	74	0	0	1	74	1	74	2.719e-08	397	uniprot
WP_026753321.1	AF-A0A7C7MW16-F1-model_v6	0.364	193	121	0	12	202	12	204	3.189e-08	396	uniprot
WP_101448021.1	AF-A0A2N3T702-F1-model_v6	1.0	87	0	0	1	87	1	87	2.996e-08	396	uniprot
WP_036822335.1	AF-A0A7G9LEG4-F1-model_v6	0.669	133	43	0	4	136	4	134	9.531e-11	395	uniprot
WP_026754568.1	AF-A0A5C7B9R5-F1-model_v6	0.456	125	67	0	1	124	1	125	1.026e-06	395	uniprot
WP_026752810.1	AF-A0A5C6ZK07-F1-model_v6	0.578	114	48	0	11	124	11	124	1.82e-07	395	uniprot
WP_101449587.1	AF-A0A7H8PQE6-F1-model_v6	0.527	143	65	0	1	143	1	138	7.43e-08	394	uniprot
WP_144959390.1	AF-A0A2T0XA85-F1-model_v6	0.61	95	37	0	1	95	1	95	1.413e-07	394	uniprot
WP_091892965.1	AF-A0A1H1N3A3-F1-model_v6	1.0	67	0	0	1	67	1	67	7.442e-09	393	uniprot
WP_101449304.1	AF-A0A2N3TAW6-F1-model_v6	1.0	62	0	0	1	62	1	62	4.109e-08	393	uniprot
WP_026753858.1	AF-A0A1Z7ZVI3-F1-model_v6	0.337	163	102	0	1	163	1	155	2.123e-08	392	uniprot
WP_144726632.1	AF-M7XUD0-F1-model_v6	0.659	94	32	0	1	94	1	94	1.334e-07	391	uniprot
WP_038528021.1	AF-A0A180FQN0-F1-model_v6	0.402	87	51	0	9	94	29	115	1.044e-07	391	uniprot
WP_143273619.1	AF-A0A554VFW5-F1-model_v6	0.579	155	64	0	1	155	1	153	1.456e-07	390	uniprot
WP_036823651.1	AF-A0A395JS02-F1-model_v6	0.486	142	72	0	1	142	1	142	1.079e-08	390	uniprot
WP_101450340.1	AF-A0A0A2LTA9-F1-model_v6	0.561	139	58	0	10	148	1	134	3.926e-07	390	uniprot
WP_026752835.1	AF-A0A3P1B0L8-F1-model_v6	0.437	112	62	0	1	112	1	112	8.01e-07	390	uniprot
WP_036824073.1	AF-A0A1B8TTM5-F1-model_v6	0.542	129	59	0	1	129	1	129	1.469e-08	389	uniprot
WP_101449111.1	AF-A0A936ZP48-F1-model_v6	0.745	59	15	0	1	59	1	59	4.15e-08	389	uniprot
WP_242404056.1	AF-A0A8H2LDT6-F1-model_v6	0.504	109	52	0	2	107	9	117	5.587e-07	388	uniprot
WP_101447653.1	AF-A0A023BT21-F1-model_v6	0.976	84	2	0	1	84	1	84	5.591e-08	388	uniprot
WP_084817567.1	AF-A0A1M6AYP3-F1-model_v6	0.578	83	35	0	1	83	1	83	3.244e-08	387	uniprot
WP_144963020.1	AF-A0AAE3M9G6-F1-model_v6	0.75	80	20	0	5	84	37	116	1.674e-07	387	uniprot
WP_037349002.1	AF-A0A1G6Y352-F1-model_v6	0.308	206	138	0	8	213	949	1148	2.825e-08	386	uniprot
WP_144727182.1	AF-A0A397LG87-F1-model_v6	0.946	94	5	0	1	94	1	94	8.02e-08	385	uniprot
WP_156888641.1	AF-A0A9X1V0R4-F1-model_v6	0.646	65	23	0	1	65	1	65	6.743e-09	385	uniprot
WP_101449964.1	AF-A0A023BSQ9-F1-model_v6	0.872	85	11	0	1	85	1	85	4.971e-08	384	uniprot
WP_158308631.1	AF-A0M5S1-F1-model_v6	1.0	57	0	0	1	57	4	60	1.097e-07	384	uniprot
WP_011708730.1	AF-A0A1H1N3T2-F1-model_v6	0.558	145	63	0	1	145	1	144	2.217e-07	383	uniprot
WP_101449477.1	AF-A0A163BMH1-F1-model_v6	0.578	102	43	0	1	102	8	109	2.178e-07	383	uniprot
WP_026754545.1	AF-A0A4R7Q741-F1-model_v6	0.559	84	37	0	1	84	1	84	4.937e-08	383	uniprot
WP_144725479.1	AF-A0A1M6AYP3-F1-model_v6	0.574	87	37	0	1	87	2	88	1.317e-08	382	uniprot
WP_036824398.1	AF-A0A2N1F6N1-F1-model_v6	0.602	98	39	0	1	98	1	98	6.795e-07	381	uniprot
WP_197022124.1	AF-A0A2K8VFX3-F1-model_v6	0.811	85	16	0	2	86	105	189	8.144e-08	381	uniprot
WP_026935076.1	AF-A0A550HZB2-F1-model_v6	0.855	83	12	0	1	83	1	83	1.187e-07	380	uniprot
WP_026753058.1	AF-L7WAX1-F1-model_v6	0.552	76	34	0	1	76	1	76	3.478e-08	380	uniprot
WP_036825882.1	AF-A0A099Y0P2-F1-model_v6	1.0	66	0	0	1	66	1	66	1.423e-07	380	uniprot
WP_036823796.1	AF-A0A2H1E772-F1-model_v6	0.578	169	65	0	1	155	1	169	2.94e-07	379	uniprot
WP_091895723.1	AF-A0A5C6Y3W4-F1-model_v6	0.479	123	64	0	2	124	6	128	8.669e-09	379	uniprot
WP_101450045.1	AF-A0A2N3TDB2-F1-model_v6	1.0	95	0	0	1	95	1	95	3.233e-09	379	uniprot
WP_156033163.1	AF-A0A5N5ISE6-F1-model_v6	0.673	104	34	0	12	115	2	105	9.979e-07	378	uniprot
WP_036820374.1	AF-A0A176TE39-F1-model_v6	0.804	87	17	0	1	87	1	87	4.145e-09	378	uniprot
WP_038531836.1	AF-T2KRF0-F1-model_v6	1.0	79	0	0	1	79	1	79	7.426e-08	378	uniprot
WP_026754945.1	AF-A0A973BCI6-F1-model_v6	0.317	118	77	0	19	132	19	136	5.781e-06	377	uniprot
WP_157691811.1	AF-A0A1H1KZ09-F1-model_v6	1.0	88	0	0	1	88	9	96	1.147e-08	377	uniprot
WP_038531858.1	AF-T2KQ76-F1-model_v6	1.0	65	0	0	1	65	1	65	1.622e-08	377	uniprot
WP_144726892.1	AF-A0A397LC26-F1-model_v6	1.0	60	0	0	1	60	1	60	7.63e-09	377	uniprot
WP_144726819.1	AF-A0A5J4S497-F1-model_v6	0.677	59	19	0	1	59	1	59	2.269e-06	377	uniprot
WP_316931380.1	AF-A0A090WXJ5-F1-model_v6	0.445	164	90	0	14	177	16	179	1.599e-07	376	uniprot
WP_101450198.1	AF-A0A328SS91-F1-model_v6	0.154	139	116	0	2	139	5	143	2.734e-06	376	uniprot
WP_036824103.1	AF-A0A2P6C8C6-F1-model_v6	0.559	133	56	0	3	131	37	169	2.646e-07	376	uniprot
WP_089663632.1	AF-A0A9X3CXK0-F1-model_v6	0.621	132	47	0	1	132	1	125	2.879e-07	376	uniprot
WP_101448013.1	AF-A0A1H7UFF6-F1-model_v6	0.728	114	31	0	1	114	1	114	9.434e-10	376	uniprot
WP_036825871.1	AF-A0A4R6MJS9-F1-model_v6	0.649	77	27	0	1	77	1	77	4.386e-09	376	uniprot
WP_026755629.1	AF-A0A9D0CDZ8-F1-model_v6	0.297	160	110	0	8	167	10	166	1.279e-06	374	uniprot
WP_157691931.1	AF-A0A1H1T5A8-F1-model_v6	1.0	77	0	0	1	77	1	77	2.281e-08	374	uniprot
WP_186434942.1	AF-A0A7J5A740-F1-model_v6	0.635	74	27	0	2	75	20	93	1.092e-06	374	uniprot
WP_101449370.1	AF-A0A2N3TB40-F1-model_v6	1.0	91	0	0	1	91	1	91	6.793e-08	373	uniprot
WP_011709223.1	AF-A0A1L7IAE6-F1-model_v6	0.647	135	47	0	1	135	1	135	9.061e-09	372	uniprot
WP_026753899.1	AF-A0A1H1KVY8-F1-model_v6	0.551	107	48	0	1	107	23	129	5.409e-07	372	uniprot
WP_144958331.1	AF-A0A4Q9V7F4-F1-model_v6	0.768	95	22	0	1	95	10	104	4.645e-10	372	uniprot
WP_038526794.1	AF-A0A1I6RHE7-F1-model_v6	0.641	78	28	0	1	78	11	88	1.781e-07	372	uniprot
WP_144960387.1	AF-A0A2W1JUF9-F1-model_v6	0.423	177	102	0	2	178	10	186	1.033e-07	371	uniprot
WP_011708191.1	AF-A0A2T6AKJ7-F1-model_v6	0.612	111	43	0	1	111	1	111	2.001e-08	371	uniprot
WP_231962730.1	AF-A0A2S7L0D3-F1-model_v6	0.722	90	25	0	1	90	1	90	1.542e-07	371	uniprot
WP_036824953.1	AF-A0A2S7WQS2-F1-model_v6	0.69	84	26	0	1	84	1	84	2.488e-08	371	uniprot
WP_101448022.1	AF-A0A2N3T707-F1-model_v6	1.0	82	0	0	1	82	1	82	2.933e-08	371	uniprot
WP_091890200.1	AF-A0A4V1LNB6-F1-model_v6	0.542	129	59	0	1	129	1	129	4.185e-08	370	uniprot
WP_101448207.1	AF-W8VWK3-F1-model_v6	0.614	121	46	0	1	121	1	121	1.658e-07	370	uniprot
WP_038529349.1	AF-A0A7G8WB78-F1-model_v6	0.807	78	15	0	1	78	1	78	6.63e-07	369	uniprot
WP_315897865.1	AF-A0A644UVM3-F1-model_v6	0.596	114	46	0	2	115	5	118	1.547e-07	368	uniprot
WP_091890847.1	AF-A0A099XLB3-F1-model_v6	0.903	83	8	0	1	83	4	86	1.726e-07	368	uniprot
WP_144958905.1	AF-A0A838TMH1-F1-model_v6	0.595	94	38	0	1	94	11	104	8.53e-07	366	uniprot
WP_026753107.1	AF-A0A1Z7Z2E6-F1-model_v6	0.353	198	124	0	5	197	6	203	1.33e-06	365	uniprot
WP_101450235.1	AF-A0A074MCT0-F1-model_v6	0.139	175	113	0	32	206	21	152	3.213e-06	365	uniprot
WP_101449908.1	AF-A0A554VQ97-F1-model_v6	0.554	127	56	0	1	127	1	127	9.313e-09	365	uniprot
WP_038526285.1	AF-A0A9X0YHM8-F1-model_v6	0.933	75	5	0	2	76	4	78	5.031e-08	365	uniprot
WP_144727230.1	AF-A0A4Q3T387-F1-model_v6	0.776	67	15	0	1	67	1	67	4.283e-08	364	uniprot
WP_101449782.1	AF-A0A2N3TCH4-F1-model_v6	1.0	67	0	0	1	67	1	67	1.912e-08	364	uniprot
WP_143273564.1	AF-A0A023BQH0-F1-model_v6	0.904	63	6	0	1	63	1	63	2.176e-08	364	uniprot
WP_026753041.1	AF-A0A6N6MG08-F1-model_v6	0.743	82	21	0	1	82	1	82	2.685e-08	363	uniprot
WP_144727232.1	AF-A0A958TN17-F1-model_v6	0.516	124	60	0	8	131	8	131	5.995e-07	362	uniprot
WP_244270303.1	AF-A0A4Q9V789-F1-model_v6	0.817	93	17	0	1	93	17	109	3.426e-07	362	uniprot
WP_119028870.1	AF-A0A1A7QZY4-F1-model_v6	0.905	74	7	0	1	74	1	74	9.379e-09	362	uniprot
WP_101446487.1	AF-A0A2N3T3M0-F1-model_v6	1.0	66	0	0	1	66	1	66	2.155e-07	362	uniprot
WP_091892267.1	AF-A0A1H5BJV2-F1-model_v6	0.59	105	41	0	1	101	1	105	4.809e-07	361	uniprot
WP_101446094.1	AF-A0A3A9V736-F1-model_v6	0.545	99	45	0	2	100	55	153	1.024e-07	361	uniprot
WP_144726749.1	AF-A0A5C7B3Z2-F1-model_v6	0.629	108	40	0	1	108	1	108	9.978e-07	360	uniprot
WP_091896772.1	AF-A0A2S7WQS2-F1-model_v6	0.666	84	28	0	1	84	1	84	7.127e-08	360	uniprot
